DATE;SOURCE;PORT;DESTINATION;FLAG;SEQ;ACK;WIN;OPTIONS;LENGTH
11:42:07;190-0-175-100.gba.solunet.com.ar;2665;184.107.43.74.http:;S;324755237:324755357;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2666;184.107.43.74.http:;S;1452211016:1452211136;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2667;184.107.43.74.http:;S;1443530962:1443531082;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2668;184.107.43.74.http:;S;1153766108:1153766228;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2669;184.107.43.74.http:;S;1082899630:1082899750;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2670;184.107.43.74.http:;S;158165907:158166027;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2671;184.107.43.74.http:;S;289629244:289629364;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2672;184.107.43.74.http:;S;366984968:366985088;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2673;184.107.43.74.http:;S;349800942:349801062;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2674;184.107.43.74.http:;S;576730512:576730632;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2675;184.107.43.74.http:;S;1444083729:1444083849;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2676;184.107.43.74.http:;S;1001269731:1001269851;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2677;184.107.43.74.http:;S;2020684489:2020684609;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2678;184.107.43.74.http:;S;1625641890:1625642010;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2679;184.107.43.74.http:;S;1063644873:1063644993;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2680;184.107.43.74.http:;S;432651757:432651877;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2681;184.107.43.74.http:;S;1092359524:1092359644;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2682;184.107.43.74.http:;S;1245120321:1245120441;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2683;184.107.43.74.http:;S;1258702515:1258702635;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2684;184.107.43.74.http:;S;1588187279:1588187399;;512;;120:
11:42:07;190-0-175-100.gba.solunet.com.ar;2685;184.107.43.74.http:;S;1348940311:1348940431;;512;;120:
